,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Deck,relatives,not_alone,Title,Age_imputed,Age_Class,Fare_Per_Person
591,1,1,female,6,1,0,3,2,D,1,0,3,1.667186437861369,-0.3507237842219618,39
592,0,3,male,6,0,0,0,0,M,0,1,1,1.2979101701050602,2.3958117536603627,7
593,0,3,female,1,0,2,0,1,M,2,0,2,-0.9825045790393345,-0.46275881959723003,2
594,0,2,male,5,1,0,2,0,M,1,0,1,0.5593576345924423,0.3281951127826578,13
595,0,3,male,5,1,1,2,0,M,2,0,1,0.48550238104118054,1.3774334081534336,8
596,1,2,female,2,0,0,3,0,M,0,1,2,-0.5070674659280497,-0.5630028332853896,33
597,0,3,male,6,0,0,0,0,M,0,1,1,1.4456206772075837,2.580971452843441,0
598,0,3,male,4,0,0,0,2,M,0,1,1,-0.05180265134485492,0.703904895404508,7
599,1,1,male,6,1,0,3,2,A,1,0,5,1.4456206772075837,-0.44330363381350085,28
600,1,2,female,3,2,1,2,0,M,3,0,3,-0.4007606615739609,-0.4741635836773472,6
601,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
602,0,1,male,6,0,0,3,0,M,0,1,1,0.8976486522956356,-0.6722702733205447,42
603,0,3,male,6,0,0,1,0,M,0,1,1,1.0763444094512749,2.1180722048857454,8
604,1,1,male,5,0,0,2,2,M,0,1,1,0.4116471274899187,-0.8753429319073497,26
605,0,3,male,5,1,0,2,0,M,1,0,1,0.48550238104118054,1.3774334081534336,7
606,0,3,male,4,0,0,0,0,M,0,1,1,0.04237085973360981,0.8219543106041993,7
607,1,1,male,3,0,0,2,0,M,0,1,1,-0.17919490092017554,-1.1222225308181204,30
608,1,2,female,2,1,2,3,2,M,3,0,3,-0.5484711686764845,-0.5976033831327325,10
609,1,1,female,5,0,0,4,0,C,0,1,2,0.7809233952462277,-0.721043182588118,153
610,0,3,female,5,1,5,3,0,M,6,0,3,0.7070681416949659,1.6551729569280507,4
611,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
612,1,3,female,1,1,0,2,1,M,1,0,2,-0.9825045790393345,-0.46275881959723003,7
613,0,3,male,4,0,0,0,1,M,0,1,1,-0.05180265134485492,0.703904895404508,7
614,0,3,male,5,0,0,1,0,M,0,1,1,0.4116471274899187,1.2848535585618945,8
615,1,2,female,3,1,2,3,0,M,3,0,2,-0.4007606615739609,-0.4741635836773472,16
616,0,3,male,5,1,1,1,0,M,2,0,1,0.33779187393865695,1.1922737089703555,4
617,0,3,female,3,1,0,2,0,M,1,0,3,-0.2530501544714373,0.4516349122380432,8
618,1,2,female,0,2,1,3,0,F,3,0,2,-1.8778657325991965,-1.708561578231201,9
619,0,2,male,3,0,0,1,0,M,0,1,1,-0.2530501544714373,-0.3507237842219618,10
620,0,3,male,3,1,0,2,2,M,1,0,1,-0.17919490092017554,0.5442147618295822,7
621,1,1,male,6,1,0,3,0,D,1,0,1,0.9286339023487512,-0.6593232828604253,26
622,1,3,male,2,1,1,2,2,M,2,0,1,-0.696181675779008,-0.10384418531119104,5
623,0,3,male,2,0,0,0,0,M,0,1,1,-0.6223264222277463,-0.011264335719652002,7
624,0,3,male,2,0,0,2,0,M,0,1,1,-0.6223264222277463,-0.011264335719652002,16
625,0,1,male,6,0,0,3,0,D,0,1,1,2.3318837198227254,-0.0729842354473447,32
626,0,2,male,6,0,0,1,1,M,0,1,5,2.036462705617678,1.5625931073365116,12
627,1,1,female,2,0,0,3,0,D,0,1,2,-0.6223264222277463,-1.3073822300011986,77
628,0,3,male,3,0,0,0,0,M,0,1,1,-0.2530501544714373,0.4516349122380432,7
629,0,3,male,4,0,0,0,1,M,0,1,1,-0.05180265134485492,0.703904895404508,7
630,1,1,male,6,0,0,2,0,A,0,1,1,3.735133537296699,0.5133548119657358,30
631,0,3,male,6,0,0,0,0,M,0,1,1,1.5933311843101072,2.766131152026519,7
632,1,1,male,4,0,0,2,2,B,0,1,5,0.1900813668361334,-0.9679227814988887,30
633,0,1,male,6,0,0,0,0,M,0,1,1,0.8976486522956356,-0.6722702733205447,0
634,0,3,female,0,3,2,2,0,M,5,0,2,-1.5085894648428877,-1.1222225308181204,4
635,1,2,female,4,0,0,1,0,M,0,1,2,-0.10533964736891376,-0.2272839847665764,13
636,0,3,male,4,0,0,1,0,M,0,1,1,0.1900813668361334,1.0071140097872773,7
637,0,2,male,4,1,1,2,0,M,2,0,1,0.11622611328487159,-0.042124285583498344,8
638,0,3,female,6,0,5,3,0,M,5,0,3,0.8547786487974894,1.8403326561111286,6
639,0,3,male,4,1,0,2,0,M,1,0,1,-0.05180265134485492,0.703904895404508,8
640,0,3,male,2,0,0,0,0,M,0,1,1,-0.696181675779008,-0.10384418531119104,7
641,1,1,female,3,0,0,3,2,B,0,1,2,-0.4007606615739609,-1.2148023804096595,69
642,0,3,female,0,3,2,2,0,M,5,0,2,-2.0255762397017203,-1.7702814779588936,4
643,1,3,male,4,0,0,3,0,M,0,1,1,-0.05180265134485492,0.703904895404508,56
644,1,3,female,0,2,1,2,2,M,3,0,2,-2.1178953066407975,-1.8860062899483174,4
645,1,1,male,6,1,0,3,2,D,1,0,1,1.371765423656322,-0.4741635836773472,38
646,0,3,male,2,0,0,0,0,M,0,1,1,-0.7700369293302698,-0.19642403490273008,7
647,1,1,male,6,0,0,3,2,A,0,1,5,1.9626074520664163,-0.2272839847665764,35
648,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
649,1,3,female,3,0,0,0,0,M,0,1,2,-0.47461591512522266,0.17389536346342607,7
650,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
651,1,2,female,1,0,1,2,0,M,1,0,2,-0.8438921828815316,-0.8444829820435034,11
652,0,3,male,2,0,0,1,0,M,0,1,1,-0.6223264222277463,-0.011264335719652002,8
653,1,3,female,1,0,0,0,1,M,0,1,2,-0.9825045790393345,-0.46275881959723003,7
654,0,3,female,1,0,0,0,1,M,0,1,2,-0.8438921828815316,-0.2890038844942691,6
655,0,2,male,3,2,0,3,0,M,2,0,1,-0.4007606615739609,-0.4741635836773472,24
656,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
657,0,3,female,4,1,1,2,1,M,2,0,3,0.1900813668361334,1.0071140097872773,5
658,0,2,male,3,0,0,1,0,M,0,1,1,-0.47461591512522266,-0.5358834834050399,13
659,0,1,male,6,0,2,4,2,D,2,0,1,2.1103179591689396,-0.16556408503888373,37
660,1,1,male,6,2,0,4,0,M,2,0,5,1.5194759307588455,-0.41244368394965447,44
661,0,3,male,5,0,0,0,2,M,0,1,1,0.7809233952462277,1.7477528065195898,7
662,0,1,male,6,0,0,2,0,E,0,1,1,1.2979101701050602,-0.5050235335411936,25
663,0,3,male,5,0,0,0,0,M,0,1,1,0.48550238104118054,1.3774334081534336,7
664,1,3,male,2,1,0,1,0,M,1,0,1,-0.696181675779008,-0.10384418531119104,3
665,0,2,male,4,2,0,3,0,M,2,0,1,0.1900813668361334,0.019595614144194345,24
666,0,2,male,3,0,0,1,0,M,0,1,1,-0.32690540802269913,-0.41244368394965447,13
667,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
668,0,3,male,6,0,0,1,0,M,0,1,1,1.002489155900013,2.0254923552942063,8
669,1,1,female,5,1,0,3,0,C,1,0,3,0.8104654966667323,-0.7086992026425795,26
670,1,2,female,5,1,1,3,0,M,2,0,3,0.7809233952462277,0.5133548119657358,13
671,0,1,male,4,1,0,3,0,B,1,0,1,0.11622611328487159,-0.998782731362735,26
672,0,2,male,6,0,0,1,0,M,0,1,1,2.9965810017840813,2.3649518037965165,10
673,1,2,male,4,0,0,1,0,M,0,1,1,0.11622611328487159,-0.042124285583498344,13
674,0,2,male,4,0,0,0,0,M,0,1,1,0.24682381773527334,0.0670145614959581,0
675,0,3,male,1,0,0,0,0,M,0,1,1,-0.8438921828815316,-0.2890038844942691,7
676,0,3,male,3,0,0,1,0,M,0,1,1,-0.36383303479833,0.3127651378507346,8
677,1,3,female,1,0,0,1,0,M,0,1,2,-0.8438921828815316,-0.2890038844942691,9
678,0,3,female,6,1,6,3,0,M,7,0,3,1.002489155900013,2.0254923552942063,5
679,1,1,male,5,0,1,5,2,B,1,0,1,0.48550238104118054,-0.8444829820435034,256
680,0,3,female,1,0,0,1,1,M,0,1,2,-0.9825045790393345,-0.46275881959723003,8
681,1,1,male,3,0,0,3,2,D,0,1,1,-0.17919490092017554,-1.1222225308181204,76
682,0,3,male,2,0,0,1,0,M,0,1,1,-0.696181675779008,-0.10384418531119104,9
683,0,3,male,1,5,2,3,0,M,7,0,1,-1.1393131970865789,-0.6593232828604253,5
684,0,2,male,6,1,1,3,0,M,2,0,1,2.258028466271463,1.7477528065195898,13
685,0,2,male,3,1,2,3,2,M,3,0,1,-0.32690540802269913,-0.41244368394965447,10
686,0,3,male,1,4,1,3,0,M,5,0,1,-1.1393131970865789,-0.6593232828604253,6
687,0,3,male,2,0,0,1,0,M,0,1,1,-0.7700369293302698,-0.19642403490273008,10
688,0,3,male,1,0,0,0,0,M,0,1,1,-0.8438921828815316,-0.2890038844942691,7
689,1,1,female,1,0,1,4,0,B,1,0,2,-1.0654579435353169,-1.4925419291842765,105
690,1,1,male,4,1,0,3,0,B,1,0,1,0.11622611328487159,-0.998782731362735,28
691,1,3,female,0,0,1,1,2,M,1,0,2,-1.8778657325991965,-1.5851217787758156,6
692,1,3,male,4,0,0,3,0,M,0,1,1,-0.05180265134485492,0.703904895404508,56
693,0,3,male,3,0,0,0,2,M,0,1,1,-0.32690540802269913,0.35905506264650416,7
694,0,1,male,6,0,0,2,0,M,0,1,5,2.258028466271463,-0.10384418531119104,26
695,0,2,male,6,0,0,1,0,M,0,1,1,1.667186437861369,1.253993608698048,13
696,0,3,male,6,0,0,1,0,M,0,1,1,1.0763444094512749,2.1180722048857454,8
697,1,3,female,1,0,0,0,1,M,0,1,2,-0.9825045790393345,-0.46275881959723003,7
698,0,1,male,6,1,1,4,2,C,2,0,1,1.4456206772075837,-0.44330363381350085,36
699,0,3,male,6,0,0,0,0,F,0,1,1,0.9286339023487512,1.9329125057026677,7
700,1,1,female,1,1,0,4,2,C,1,0,3,-0.8438921828815316,-1.3999620795927374,113
701,1,1,male,5,0,0,2,0,E,0,1,1,0.4116471274899187,-0.8753429319073497,26
702,0,3,female,1,0,1,2,2,M,1,0,2,-0.8438921828815316,-0.2890038844942691,7
703,0,3,male,3,0,0,0,1,M,0,1,1,-0.32690540802269913,0.35905506264650416,7
704,0,3,male,3,1,0,0,0,M,1,0,1,-0.2530501544714373,0.4516349122380432,3
705,0,2,male,5,0,0,2,0,M,0,1,1,0.7070681416949659,0.4516349122380432,26
706,1,2,female,6,0,0,1,0,M,0,1,3,1.1501996630025366,0.8219543106041993,13
707,1,1,male,6,0,0,2,0,E,0,1,1,0.9286339023487512,-0.6593232828604253,26
708,1,1,female,2,0,0,4,0,M,0,1,2,-0.5484711686764845,-1.2765222801373521,151
709,1,3,male,0,1,1,2,2,M,2,0,4,-1.778099594260367,-1.4600618319525782,5
710,1,1,female,3,0,0,3,2,C,0,1,2,-0.4007606615739609,-1.2148023804096595,49
711,0,1,male,6,0,0,2,0,C,0,1,1,0.8976486522956356,-0.6722702733205447,26
712,1,1,male,6,1,0,3,0,C,1,0,1,1.371765423656322,-0.4741635836773472,26
713,0,3,male,4,0,0,1,0,M,0,1,1,-0.03148439381765197,0.7293744610126602,9
714,0,2,male,6,0,0,1,0,M,0,1,1,1.667186437861369,1.253993608698048,13
715,0,3,male,2,0,0,0,0,F,0,1,1,-0.7700369293302698,-0.19642403490273008,7
716,1,1,female,5,0,0,4,2,C,0,1,2,0.6332128881437041,-0.7827630823158106,227
717,1,2,female,3,0,0,1,0,E,0,1,2,-0.17919490092017554,-0.2890038844942691,10
718,0,3,male,4,0,0,2,1,M,0,1,1,-0.05180265134485492,0.703904895404508,15
719,0,3,male,4,0,0,0,0,M,0,1,1,0.2639366203873952,1.0996938593788164,7
720,1,2,female,0,0,1,3,0,M,1,0,2,-1.730155225496673,-1.5851217787758156,16
721,0,3,male,1,1,0,0,0,M,1,0,1,-0.9177474364327934,-0.38158373408580815,3
722,0,2,male,5,0,0,1,0,M,0,1,1,0.33779187393865695,0.14303541359957972,13
723,0,2,male,6,0,0,1,0,M,0,1,1,1.5194759307588455,1.1305538092426628,13
724,1,1,male,3,1,0,3,0,E,1,0,1,-0.17919490092017554,-1.1222225308181204,26
725,0,3,male,2,0,0,1,0,M,0,1,1,-0.696181675779008,-0.10384418531119104,8
726,1,2,female,4,3,0,2,0,M,3,0,3,0.04237085973360981,-0.10384418531119104,5
727,1,3,female,1,0,0,0,1,M,0,1,2,-0.9825045790393345,-0.46275881959723003,7
728,0,2,male,3,1,0,2,0,M,1,0,1,-0.32690540802269913,-0.41244368394965447,13
729,0,3,female,3,1,0,1,0,M,1,0,2,-0.32690540802269913,0.35905506264650416,3
730,1,1,female,4,0,0,4,0,B,0,1,2,-0.03148439381765197,-1.0605026310904277,211
731,0,3,male,0,0,0,2,2,M,0,1,1,-1.3608789577403642,-0.9370628316350423,18
732,0,2,male,4,0,0,0,0,M,0,1,1,0.24682381773527334,0.0670145614959581,0
733,0,2,male,3,0,0,1,0,M,0,1,1,-0.47461591512522266,-0.5358834834050399,13
734,0,2,male,3,0,0,1,0,M,0,1,1,-0.47461591512522266,-0.5358834834050399,13
735,0,3,male,4,0,0,2,0,M,0,1,1,-0.06841202059328287,0.6830845362168908,16
736,0,3,female,6,1,3,3,0,M,4,0,3,1.371765423656322,2.488391603251902,6
737,1,1,male,5,0,0,5,2,B,0,1,1,0.4116471274899187,-0.8753429319073497,512
738,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
739,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
740,1,1,male,6,0,0,2,0,D,0,1,1,0.8976486522956356,-0.6722702733205447,30
741,0,1,male,5,1,0,3,0,C,1,0,1,0.48550238104118054,-0.8444829820435034,39
742,1,1,female,2,2,2,5,2,B,4,0,2,-0.6223264222277463,-1.3073822300011986,52
743,0,3,male,3,1,0,2,0,M,1,0,1,-0.4007606615739609,0.2664752130549651,8
744,1,3,male,4,0,0,1,0,M,0,1,1,0.11622611328487159,0.9145341601957383,7
745,0,1,male,6,1,1,3,0,B,2,0,5,2.9965810017840813,0.20475531332727243,23
746,0,3,male,1,1,1,2,0,M,2,0,1,-0.9916026899840552,-0.4741635836773472,6
747,1,2,female,4,0,0,1,0,M,0,1,2,0.04237085973360981,-0.10384418531119104,13
748,0,1,male,2,1,0,3,0,D,1,0,1,-0.7700369293302698,-1.3691021297288912,26
749,0,3,male,4,0,0,0,1,M,0,1,1,0.11622611328487159,0.9145341601957383,7
750,1,2,female,0,1,1,2,0,M,2,0,2,-1.8778657325991965,-1.708561578231201,7
751,1,3,male,0,0,1,1,0,E,1,0,4,-1.730155225496673,-1.3999620795927374,6
752,0,3,male,4,0,0,1,0,M,0,1,1,0.2639366203873952,1.0996938593788164,9
753,0,3,male,3,0,0,0,0,M,0,1,1,-0.47461591512522266,0.17389536346342607,7
754,1,2,female,6,1,2,3,0,M,3,0,3,1.371765423656322,1.0071140097872773,16
755,1,2,male,0,1,1,2,0,M,2,0,4,-2.123803726924898,-1.9140888443244175,4
756,0,3,male,4,0,0,0,0,M,0,1,1,-0.10533964736891376,0.6367946114211213,7
757,0,2,male,1,0,0,1,0,M,0,1,1,-0.8438921828815316,-0.8444829820435034,11
758,0,3,male,5,0,0,1,0,M,0,1,1,0.33779187393865695,1.1922737089703555,8
759,1,1,female,4,0,0,3,0,B,0,1,5,0.2639366203873952,-0.9370628316350423,86
760,0,3,male,4,0,0,2,0,M,0,1,1,-0.05180265134485492,0.703904895404508,14
761,0,3,male,6,0,0,0,0,M,0,1,1,0.8547786487974894,1.8403326561111286,7
762,1,3,male,2,0,0,0,2,M,0,1,1,-0.696181675779008,-0.10384418531119104,7
763,1,1,female,5,1,2,4,0,B,3,0,3,0.48550238104118054,-0.8444829820435034,30
764,0,3,male,1,0,0,0,0,M,0,1,1,-0.9916026899840552,-0.4741635836773472,7
765,1,1,female,6,1,0,3,0,D,1,0,3,1.5933311843101072,-0.38158373408580815,38
766,0,1,male,6,0,0,3,2,M,0,1,5,1.425478335329967,-0.451719983776368,39
767,0,3,female,4,0,0,0,1,M,0,1,2,0.0792984865092407,0.8682442353999689,7
768,0,3,male,4,1,0,2,1,M,1,0,1,-0.05180265134485492,0.703904895404508,12
769,0,3,male,4,0,0,1,0,M,0,1,1,0.1900813668361334,1.0071140097872773,8
770,0,3,male,3,0,0,1,0,M,0,1,1,-0.4007606615739609,0.2664752130549651,9
771,0,3,male,6,0,0,0,0,M,0,1,1,1.371765423656322,2.488391603251902,7
772,0,2,female,6,0,0,1,0,E,0,1,3,2.036462705617678,1.5625931073365116,10
773,0,3,male,4,0,0,0,2,M,0,1,1,-0.05180265134485492,0.703904895404508,7
774,1,2,female,6,1,3,2,0,M,4,0,3,1.8148969449638928,1.3774334081534336,4
775,0,3,male,1,0,0,0,0,M,0,1,1,-0.8438921828815316,-0.2890038844942691,7
776,0,3,male,4,0,0,0,1,F,0,1,1,-0.05180265134485492,0.703904895404508,7
777,1,3,female,0,0,0,1,0,M,0,1,2,-1.8040104790479348,-1.4925419291842765,12
778,0,3,male,4,0,0,0,1,M,0,1,1,-0.05180265134485492,0.703904895404508,7
779,1,1,female,6,0,1,4,0,B,1,0,3,1.002489155900013,-0.6284633329965789,105
780,1,3,female,1,0,0,0,2,M,0,1,2,-1.2131684506378406,-0.7519031324519643,7
781,1,1,female,1,1,0,3,0,B,1,0,3,-0.9177474364327934,-1.4308220294565839,28
782,0,1,male,4,0,0,2,0,D,0,1,1,-0.03148439381765197,-1.0605026310904277,30
783,0,3,male,4,1,2,2,0,M,3,0,1,-0.05180265134485492,0.703904895404508,5
784,0,3,male,3,0,0,0,0,M,0,1,1,-0.32690540802269913,0.35905506264650416,7
785,0,3,male,3,0,0,0,0,M,0,1,1,-0.32690540802269913,0.35905506264650416,7
786,1,3,female,1,0,0,0,0,M,0,1,2,-0.8438921828815316,-0.2890038844942691,7
787,0,3,male,0,4,1,2,1,M,5,0,4,-1.5824447183941495,-1.2148023804096595,4
788,1,3,male,0,1,2,2,0,M,3,0,4,-2.099431493252982,-1.8628613275504327,5
789,0,1,male,6,0,0,3,2,B,0,1,1,1.2240549165537984,-0.5358834834050399,79
790,0,3,male,4,0,0,0,1,M,0,1,1,-0.05180265134485492,0.703904895404508,7
791,0,2,male,1,0,0,2,0,M,0,1,1,-0.9916026899840552,-0.9679227814988887,26
792,0,3,female,1,8,2,3,0,M,10,0,2,-0.9825045790393345,-0.46275881959723003,6
793,0,1,male,6,0,0,2,2,M,0,1,1,0.8976486522956356,-0.6722702733205447,30
794,0,3,male,3,0,0,0,0,M,0,1,1,-0.32690540802269913,0.35905506264650416,7
795,0,2,male,5,0,0,1,0,M,0,1,1,0.7070681416949659,0.4516349122380432,13
796,1,1,female,6,0,0,2,0,D,0,1,5,1.4456206772075837,-0.44330363381350085,25
797,1,3,female,4,0,0,1,0,M,0,1,3,0.11622611328487159,0.9145341601957383,8
798,0,3,male,4,0,0,0,2,M,0,1,1,0.04237085973360981,0.8219543106041993,7
799,0,3,female,4,1,1,2,0,M,2,0,3,0.04237085973360981,0.8219543106041993,8
800,0,2,male,5,0,0,1,0,M,0,1,1,0.33779187393865695,0.14303541359957972,13
801,1,2,female,4,1,1,2,0,M,2,0,3,0.11622611328487159,-0.042124285583498344,8
802,1,1,male,0,1,2,4,0,B,3,0,4,-1.3608789577403642,-1.6159817286396618,30
803,1,3,male,0,0,1,1,2,M,1,0,4,-2.1422675403127136,-1.9165576403135254,4
804,1,3,male,3,0,0,0,0,M,0,1,1,-0.17919490092017554,0.5442147618295822,6
805,0,3,male,4,0,0,0,0,M,0,1,1,0.11622611328487159,0.9145341601957383,7
806,0,1,male,5,0,0,0,0,A,0,1,1,0.7070681416949659,-0.7519031324519643,0
807,0,3,female,1,0,0,0,0,M,0,1,2,-0.8438921828815316,-0.2890038844942691,7
808,0,2,male,5,0,0,1,0,M,0,1,1,0.7070681416949659,0.4516349122380432,13
809,1,1,female,4,1,0,3,0,E,1,0,3,0.2639366203873952,-0.9370628316350423,26
810,0,3,male,3,0,0,0,0,M,0,1,1,-0.2530501544714373,0.4516349122380432,7
811,0,3,male,5,0,0,2,0,M,0,1,1,0.7070681416949659,1.6551729569280507,24
812,0,2,male,5,0,0,1,0,M,0,1,1,0.4116471274899187,0.20475531332727243,10
813,0,3,female,0,4,2,3,0,M,6,0,2,-1.730155225496673,-1.3999620795927374,4
814,0,3,male,4,0,0,1,0,M,0,1,1,0.0792984865092407,0.8682442353999689,8
815,0,1,male,6,0,0,0,0,B,0,1,1,0.8976486522956356,-0.6722702733205447,0
816,0,3,female,3,0,0,1,0,M,0,1,2,-0.47461591512522266,0.17389536346342607,7
817,0,2,male,4,1,1,3,2,M,2,0,1,0.11622611328487159,-0.042124285583498344,12
818,0,3,male,6,0,0,0,0,M,0,1,1,1.002489155900013,2.0254923552942063,6
819,0,3,male,0,3,2,2,0,M,5,0,4,-1.434734211291626,-1.0296426812265813,4
820,1,1,female,6,1,1,3,0,B,2,0,3,1.667186437861369,-0.3507237842219618,31
821,1,3,male,3,0,0,1,0,M,0,1,1,-0.17919490092017554,0.5442147618295822,8
822,0,1,male,5,0,0,0,0,M,0,1,5,0.6332128881437041,-0.7827630823158106,0
823,1,3,female,3,0,1,1,0,E,1,0,3,-0.17919490092017554,0.5442147618295822,6
824,0,3,male,0,4,1,3,0,M,5,0,4,-2.0255762397017203,-1.7702814779588936,6
825,0,3,male,4,0,0,0,1,M,0,1,1,-0.05180265134485492,0.703904895404508,6
826,0,3,male,4,0,0,3,0,M,0,1,1,-0.05180265134485492,0.703904895404508,56
827,1,2,male,0,0,2,3,2,M,2,0,4,-2.099431493252982,-1.893721277414279,12
828,1,3,male,4,0,0,0,1,M,0,1,1,-0.05180265134485492,0.703904895404508,7
829,1,1,female,6,0,0,3,0,B,0,1,3,2.405738973373987,-0.042124285583498344,80
830,1,3,female,1,1,0,2,2,M,1,0,3,-1.0654579435353169,-0.5667434332688862,7
831,1,2,male,0,1,1,2,0,M,2,0,4,-2.1119868863566964,-1.904213660367987,6
832,0,3,male,4,0,0,0,2,M,0,1,1,-0.05180265134485492,0.703904895404508,7
833,0,3,male,3,0,0,0,0,M,0,1,1,-0.47461591512522266,0.17389536346342607,7
834,0,3,male,1,0,0,1,0,M,0,1,1,-0.8438921828815316,-0.2890038844942691,8
835,1,1,female,5,1,1,3,2,E,2,0,2,0.7070681416949659,-0.7519031324519643,27
836,0,3,male,2,0,0,1,0,M,0,1,1,-0.6223264222277463,-0.011264335719652002,8
837,0,3,male,4,0,0,1,0,M,0,1,1,-0.05180265134485492,0.703904895404508,8
838,1,3,male,4,0,0,3,0,M,0,1,1,0.1900813668361334,1.0071140097872773,56
839,1,1,male,6,0,0,2,2,C,0,1,1,0.8976486522956356,-0.6722702733205447,29
840,0,3,male,2,0,0,1,0,M,0,1,1,-0.696181675779008,-0.10384418531119104,7
841,0,2,male,1,0,0,1,0,M,0,1,1,-0.9916026899840552,-0.9679227814988887,10
842,1,1,female,4,0,0,2,2,M,0,1,2,0.04237085973360981,-1.0296426812265813,31
843,0,3,male,5,0,0,0,2,M,0,1,1,0.37471950071428783,1.238563633766125,6
844,0,3,male,1,0,0,1,0,M,0,1,1,-0.9177474364327934,-0.38158373408580815,8
845,0,3,male,6,0,0,0,0,M,0,1,1,0.9286339023487512,1.9329125057026677,7
846,0,3,male,4,8,2,3,0,M,10,0,1,-0.05180265134485492,0.703904895404508,6
847,0,3,male,5,0,0,0,2,M,0,1,1,0.4116471274899187,1.2848535585618945,7
848,0,2,male,4,0,1,3,0,M,1,0,5,-0.10533964736891376,-0.2272839847665764,16
849,1,1,female,5,1,0,3,2,C,1,0,3,0.8104654966667323,-0.7086992026425795,44
850,0,3,male,0,4,2,3,0,M,6,0,4,-1.8778657325991965,-1.5851217787758156,4
851,0,3,male,6,0,0,0,0,M,0,1,1,3.2920020159891283,4.895467692631916,7
852,0,3,female,0,1,1,2,2,M,2,0,2,-1.5085894648428877,-1.1222225308181204,5
853,1,1,female,1,0,1,3,0,D,1,0,2,-0.9916026899840552,-1.4616819793204303,19
854,0,2,female,6,1,0,2,0,M,1,0,3,1.0763444094512749,0.7602344108765067,13
855,1,3,female,1,0,1,1,0,M,1,0,3,-0.8438921828815316,-0.2890038844942691,4
856,1,1,female,6,1,1,4,0,M,2,0,3,1.1501996630025366,-0.5667434332688862,54
857,1,1,male,6,0,0,2,0,E,0,1,1,1.5933311843101072,-0.38158373408580815,26
858,1,3,female,3,0,3,2,2,M,3,0,3,-0.4007606615739609,0.2664752130549651,4
859,0,3,male,4,0,0,0,2,M,0,1,1,-0.05180265134485492,0.703904895404508,7
860,0,3,male,6,2,0,1,0,M,2,0,1,0.8547786487974894,1.8403326561111286,4
861,0,2,male,2,1,0,1,0,M,1,0,1,-0.6223264222277463,-0.6593232828604253,5
862,1,1,female,6,0,0,2,0,D,0,1,3,1.371765423656322,-0.4741635836773472,25
863,0,3,female,1,8,2,3,0,M,10,0,2,-0.9825045790393345,-0.46275881959723003,6
864,0,2,male,3,0,0,1,0,M,0,1,1,-0.4007606615739609,-0.4741635836773472,13
865,1,2,female,6,0,0,1,0,M,0,1,3,0.9286339023487512,0.6367946114211213,13
866,1,2,female,3,1,0,1,2,M,1,0,2,-0.17919490092017554,-0.2890038844942691,6
867,0,1,male,4,0,0,3,0,A,0,1,1,0.11622611328487159,-0.998782731362735,50
868,0,3,male,4,0,0,1,0,M,0,1,1,-0.05180265134485492,0.703904895404508,9
869,1,3,male,0,1,1,1,0,M,2,0,4,-1.8778657325991965,-1.5851217787758156,3
870,0,3,male,3,0,0,0,0,M,0,1,1,-0.2530501544714373,0.4516349122380432,7
871,1,1,female,6,1,1,3,0,D,2,0,3,1.2979101701050602,-0.5050235335411936,17
872,0,1,male,4,0,0,0,0,B,0,1,1,0.2639366203873952,-0.9370628316350423,5
873,0,3,male,6,0,0,1,0,M,0,1,1,1.2979101701050602,2.3958117536603627,9
874,1,2,female,4,1,0,2,2,M,1,0,3,-0.10533964736891376,-0.2272839847665764,12
875,1,3,female,1,0,0,0,2,M,0,1,2,-1.0654579435353169,-0.5667434332688862,7
876,0,3,male,2,0,0,1,0,M,0,1,1,-0.696181675779008,-0.10384418531119104,9
877,0,3,male,2,0,0,0,0,M,0,1,1,-0.7700369293302698,-0.19642403490273008,7
878,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
879,1,1,female,6,0,1,3,2,C,1,0,3,1.9626074520664163,-0.2272839847665764,41
880,1,2,female,3,0,1,2,0,M,1,0,3,-0.32690540802269913,-0.41244368394965447,13
881,0,3,male,4,0,0,0,0,M,0,1,1,0.2639366203873952,1.0996938593788164,7
882,0,3,female,2,0,0,1,0,M,0,1,2,-0.5484711686764845,0.08131551387188703,10
883,0,2,male,4,0,0,1,0,M,0,1,1,-0.10533964736891376,-0.2272839847665764,10
884,0,3,male,3,0,0,0,0,M,0,1,1,-0.32690540802269913,0.35905506264650416,7
885,0,3,female,5,0,5,2,1,M,5,0,3,0.7070681416949659,1.6551729569280507,4
886,0,2,male,3,0,0,1,0,M,0,1,5,-0.17919490092017554,-0.2890038844942691,13
887,1,1,female,2,0,0,2,0,B,0,1,2,-0.7700369293302698,-1.3691021297288912,30
